docentry;revisi;U_IDU_FPajak;docnum;docdate;cardcode;cardname;NumAtCard
98153;081.007-23.17044022;080.007-23.17044022;302205441;2023-02-24 00:00:00.000;HT0369;PT PESONA MANDIRI INDAH SELARAS;SO202302126206
98159;081.007-23.17044028;080.007-23.17044028;302205443;2023-02-24 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126323
98162;081.007-23.17044031;080.007-23.17044031;302205444;2023-02-25 00:00:00.000;HT0258;PT MERLYNN PARK HOTEL;SO202302126718
98163;081.007-23.17044032;080.007-23.17044032;302104112;2023-02-24 00:00:00.000;RS0970;PT. SAMWON GARDEN INDONESIA;SO202302126107
98164;081.007-23.17044033;080.007-23.17044033;302205445;2023-02-25 00:00:00.000;HT0368;PT NURTIRTA NUSA LESTARI;SO202302126955
98165;081.007-23.17044034;080.007-23.17044034;302104113;2023-02-24 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302126143
98166;081.007-23.17044035;080.007-23.17044035;302205446;2023-02-25 00:00:00.000;HT0164;PT. PRISMA ROYAL HOTEL;SO202302126958
98167;081.007-23.17044036;080.007-23.17044036;302104114;2023-02-24 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302126142
98168;081.007-23.17044037;080.007-23.17044037;302205447;2023-02-22 00:00:00.000;HT0106;PT. INDOBUILDCO;SO202302123541
98169;081.007-23.17044038;080.007-23.17044038;302104115;2023-02-24 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302124069
98170;081.007-23.17044039;080.007-23.17044039;302104116;2023-02-24 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302122941
98171;081.007-23.17044040;080.007-23.17044040;302205448;2023-02-25 00:00:00.000;HT0369;PT PESONA MANDIRI INDAH SELARAS;SO202302127040
98173;081.007-23.17044042;080.007-23.17044042;302104118;2023-02-24 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302125304
98175;081.007-23.17044044;080.007-23.17044044;302205449;2023-02-25 00:00:00.000;HT0369;PT PESONA MANDIRI INDAH SELARAS;SO202302127041
98176;081.007-23.17044045;080.007-23.17044045;302104119;2023-02-24 00:00:00.000;RS1704;PT ANOMALI COFFEE;SO202302120981
98177;081.007-23.17044046;080.007-23.17044046;302205450;2023-02-25 00:00:00.000;HT0062;PT. MERLYNN PARK HOTEL;SO202302127068
98178;081.007-23.17044047;080.007-23.17044047;302304830;2023-02-22 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302122666
98179;081.007-23.17044048;080.007-23.17044048;302304831;2023-02-22 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302122667
98182;081.007-23.17044050;080.007-23.17044050;302304833;2023-02-22 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302122674
98186;081.007-23.17044052;080.007-23.17044052;302304835;2023-02-24 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302125037
98187;081.007-23.17044053;080.007-23.17044053;302205451;2023-02-25 00:00:00.000;HT0027;PT. GESIT SARANA PERKASA;SO202302127092
98188;081.007-23.17044054;080.007-23.17044054;302401251;2023-02-22 00:00:00.000;RS0879;PT. BERKAH WONG CILIK;SO202302123644
98190;081.007-23.17044056;080.007-23.17044056;302304837;2023-02-24 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302125035
98192;081.007-23.17044058;080.007-23.17044058;302304838;2023-02-24 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302125036
98193;081.007-23.17044059;080.007-23.17044059;302205453;2023-02-25 00:00:00.000;HT0027;PT. GESIT SARANA PERKASA;SO202302127096
98195;081.007-23.17044061;080.007-23.17044061;302205454;2023-02-24 00:00:00.000;HT0216;PT. GUNUNG ANSA;SO202302127098
98497;081.007-23.17044358;080.007-23.17044358;302205528;2023-02-27 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302127592
98498;081.007-23.17044359;080.007-23.17044359;302104217;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121930
98499;081.007-23.17044360;080.007-23.17044360;302205529;2023-02-27 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302127596
98501;081.007-23.17044362;080.007-23.17044362;302304920;2023-02-24 00:00:00.000;RQ0026;PT SALAD SEGAR LESTARI;SO202302125476
98502;081.007-23.17044363;080.007-23.17044363;302205530;2023-02-27 00:00:00.000;HT0164;PT. PRISMA ROYAL HOTEL;SO202302127678
98504;081.007-23.17044364;080.007-23.17044364;302304921;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124510
98505;081.007-23.17044365;080.007-23.17044365;302205531;2023-02-27 00:00:00.000;PS0194;PT SUMBER DAYA NUSAPHALA;SO202302127679
98508;081.007-23.17044368;080.007-23.17044368;302205532;2023-02-27 00:00:00.000;PS0194;PT SUMBER DAYA NUSAPHALA;SO202302127682
98510;081.007-23.17044370;080.007-23.17044370;302304925;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124481
98511;081.007-23.17044371;080.007-23.17044371;302205533;2023-02-27 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302127724
98514;081.007-23.17044374;080.007-23.17044374;302304927;2023-02-24 00:00:00.000;PS0488;PT MAXX COFFEE PRIMA;SO202302124072
98515;081.007-23.17044375;080.007-23.17044375;302205534;2023-02-27 00:00:00.000;HT0234;PT. CITRA KIRANA PANTAI;SO202302127725
98516;081.007-23.17044376;080.007-23.17044376;302502575;2023-02-22 00:00:00.000;RQ0024;PT.SALAD SEGAR LESTARI;SO202302120359
98518;081.007-23.17044378;080.007-23.17044378;302401295;2023-02-22 00:00:00.000;RS0908;PT. GRAHA FOOBE KREASI;SO202302122923
98521;081.007-23.17044381;080.007-23.17044381;302401296;2023-02-22 00:00:00.000;RS0908;PT. GRAHA FOOBE KREASI;SO202302122925
98523;081.007-23.17044383;080.007-23.17044383;302304931;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123997
98524;081.007-23.17044384;080.007-23.17044384;302304932;2023-02-24 00:00:00.000;RS2255;PT BOGA MAKMUR MANDIRI;SO202302123987
98526;081.007-23.17044386;080.007-23.17044386;302304933;2023-02-24 00:00:00.000;RS2255;PT BOGA MAKMUR MANDIRI;SO202302123988
98527;081.007-23.17044387;080.007-23.17044387;302502577;2023-02-22 00:00:00.000;SM0172;PT. BOGA MAJU ABADI;SO202302120815
98529;081.007-23.17044389;080.007-23.17044389;302205535;2023-02-27 00:00:00.000;HT0097;PT. WIJAYA WISESA BAKTI;SO202302127735
98531;081.007-23.17044391;080.007-23.17044391;302401297;2023-02-22 00:00:00.000;RS2574;PT MASAKAN ANAK BANGSA;SO202302123337
98533;081.007-23.17044393;080.007-23.17044393;302205536;2023-02-27 00:00:00.000;HT0179;PT. MEGAH MITRA SUKSES;SO202302126697
98534;081.007-23.17044394;080.007-23.17044394;302304935;2023-02-24 00:00:00.000;RS0226;PT. BOGA MAKMUR INTIPANGAN;SO202302124195
98536;081.007-23.17044396;080.007-23.17044396;302205537;2023-02-25 00:00:00.000;HT0061;THE HERMITAGE HOTEL;SO202302127166
98537;081.007-23.17044397;080.007-23.17044397;302401298;2023-02-22 00:00:00.000;RS2574;PT MASAKAN ANAK BANGSA;SO202302123351
98541;081.007-23.17044401;080.007-23.17044401;302304939;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124517
98543;081.007-23.17044403;080.007-23.17044403;302304940;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124834
98545;081.007-23.17044405;080.007-23.17044405;302502578;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121214
98550;081.007-23.17044407;080.007-23.17044407;302502579;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121226
98552;081.007-23.17044409;080.007-23.17044409;302205541;2023-02-24 00:00:00.000;RS0241;PT. CAFE BATAVIA;SO202302125281
98553;081.007-23.17044410;080.007-23.17044410;302502580;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121242
98554;081.007-23.17044411;080.007-23.17044411;302401301;2023-02-22 00:00:00.000;RS1331;PT. TREASURE CITARASA INDONESIA;SO202302123686
98556;081.007-23.17044413;080.007-23.17044413;302502581;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121248
98559;081.007-23.17044416;080.007-23.17044416;302205543;2023-02-27 00:00:00.000;HT0041;PT. HALIM BANGUN SARANA INDAH;SO202302127485
98561;081.007-23.17044418;080.007-23.17044418;302502582;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121249
98562;081.007-23.17044419;080.007-23.17044419;302205544;2023-02-27 00:00:00.000;HT0041;PT. HALIM BANGUN SARANA INDAH;SO202302127493
98898;081.007-23.17044753;080.007-23.17044753;302304991;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302126891
98899;081.007-23.17044754;080.007-23.17044754;302804879;2023-02-24 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302126759
98900;081.007-23.17044755;080.007-23.17044755;302304992;2023-02-25 00:00:00.000;GR0002;PT. MAKASSAR KULINA UTAMA;SO202302125702
98901;081.007-23.17044756;080.007-23.17044756;302804880;2023-02-24 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302126755
98906;081.007-23.17044761;080.007-23.17044761;302804882;2023-02-24 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302126707
98907;081.007-23.17044762;080.007-23.17044762;302304996;2023-02-25 00:00:00.000;GR0004;PT. JOGJA KULINA UTAMA;SO202302125277
98909;081.007-23.17044763;080.007-23.17044763;302804883;2023-02-24 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302126699
98910;081.007-23.17044764;080.007-23.17044764;302304997;2023-02-25 00:00:00.000;GR0004;PT. JOGJA KULINA UTAMA;SO202302124857
98911;081.007-23.17044765;080.007-23.17044765;302804884;2023-02-24 00:00:00.000;EC0015;ONLINE SHOPEE;SO202302126693
98913;081.007-23.17044767;080.007-23.17044767;302104260;2023-02-21 00:00:00.000;RS0175;PT. AGUNG MANDIRI LESTARI;SO202302121898
98916;081.007-23.17044769;080.007-23.17044769;302304998;2023-02-25 00:00:00.000;GR0004;PT. JOGJA KULINA UTAMA;SO202302124856
98919;081.007-23.17044772;080.007-23.17044772;302304999;2023-02-25 00:00:00.000;GR0004;PT. JOGJA KULINA UTAMA;SO202302126235
98920;081.007-23.17044773;080.007-23.17044773;302205617;2023-02-23 00:00:00.000;RS3024;PT BERKAH ARUNA KULINER;SO202302123967
98921;081.007-23.17044774;080.007-23.17044774;302305000;2023-02-25 00:00:00.000;GR0004;PT. JOGJA KULINA UTAMA;SO202302125261
98924;081.007-23.17044776;080.007-23.17044776;302804887;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126614
98927;081.007-23.17044779;080.007-23.17044779;302305003;2023-02-25 00:00:00.000;GR0004;PT. JOGJA KULINA UTAMA;SO202302125484
98928;081.007-23.17044780;080.007-23.17044780;302804889;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126605
98929;081.007-23.17044781;080.007-23.17044781;302502659;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121597
98932;081.007-23.17044784;080.007-23.17044784;302502660;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121598
98933;081.007-23.17044785;080.007-23.17044785;302305004;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126371
98935;081.007-23.17044787;080.007-23.17044787;302305005;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126370
98938;081.007-23.17044790;080.007-23.17044790;302305006;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126364
98939;081.007-23.17044791;080.007-23.17044791;302305007;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126375
98940;081.007-23.17044792;080.007-23.17044792;302305008;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126373
98942;081.007-23.17044794;080.007-23.17044794;302502662;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121600
98943;081.007-23.17044795;080.007-23.17044795;302205618;2023-02-23 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123969
98944;081.007-23.17044796;080.007-23.17044796;302804894;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126584
98946;081.007-23.17044798;080.007-23.17044798;302804895;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126575
98947;081.007-23.17044799;080.007-23.17044799;302502663;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121615
98951;081.007-23.17044803;080.007-23.17044803;302205620;2023-02-23 00:00:00.000;RS0496;PT. PANCIOUS TIRTA JAYA;SO202302123995
98952;081.007-23.17044804;080.007-23.17044804;302502664;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121617
98955;081.007-23.17044807;080.007-23.17044807;302305012;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302124854
98956;081.007-23.17044808;080.007-23.17044808;302205621;2023-02-23 00:00:00.000;RS0496;PT. PANCIOUS TIRTA JAYA;SO202302123996
98961;081.007-23.17044813;080.007-23.17044813;302502665;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121647
98962;081.007-23.17044814;080.007-23.17044814;302305015;2023-02-24 00:00:00.000;GR0001;PT. BANDUNG KULINA UTAMA;SO202302126327
98963;081.007-23.17044815;080.007-23.17044815;302205623;2023-02-23 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124000
98810;081.007-23.17044679;080.007-23.17044679;302502656;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121586
98824;081.007-23.17044681;080.007-23.17044681;302502658;2023-02-22 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302121593
98828;081.007-23.17044684;080.007-23.17044684;302304953;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123837
98829;081.007-23.17044685;080.007-23.17044685;302304954;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123838
98830;081.007-23.17044686;080.007-23.17044686;302304955;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302119876
98833;081.007-23.17044689;080.007-23.17044689;302304957;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302124798
98834;081.007-23.17044690;080.007-23.17044690;302304958;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123016
98836;081.007-23.17044692;080.007-23.17044692;302304959;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302121420
98837;081.007-23.17044693;080.007-23.17044693;302304960;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123018
98838;081.007-23.17044694;080.007-23.17044694;302304961;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123014
98840;081.007-23.17044696;080.007-23.17044696;302304962;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123153
98842;081.007-23.17044698;080.007-23.17044698;302304963;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302122967
98843;081.007-23.17044699;080.007-23.17044699;302304964;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123043
98845;081.007-23.17044701;080.007-23.17044701;302304965;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123045
98847;081.007-23.17044703;080.007-23.17044703;302304966;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302122981
98849;081.007-23.17044704;080.007-23.17044704;302304967;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123731
98850;081.007-23.17044705;080.007-23.17044705;302205599;2023-02-23 00:00:00.000;SM0091;PT. LULU GROUP RETAIL;SO202302123862
98851;081.007-23.17044706;080.007-23.17044706;302304968;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123246
98852;081.007-23.17044707;080.007-23.17044707;302304969;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123249
98855;081.007-23.17044710;080.007-23.17044710;302304971;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302123243
98857;081.007-23.17044712;080.007-23.17044712;302304972;2023-02-24 00:00:00.000;GR0003;PT. BALI KULINA UTAMA;SO202302119858
98423;081.007-23.17044286;080.007-23.17044286;302205503;2023-02-27 00:00:00.000;HT0129;PT. SWADHARMA KERRY SATYA;SO202302127620
98429;081.007-23.17044292;080.007-23.17044292;302205505;2023-02-27 00:00:00.000;HT0279;PT MNC LAND;SO202302127648
98435;081.007-23.17044298;080.007-23.17044298;302401283;2023-02-22 00:00:00.000;RS2591;PT SELAMAT MAKAN INDONESIA;SO202302121646
98442;081.007-23.17044305;080.007-23.17044305;302401284;2023-02-22 00:00:00.000;RS2604;PT QUALITA INTI RASA;SO202302121963
98444;081.007-23.17044307;080.007-23.17044307;302205509;2023-02-27 00:00:00.000;HT0141;PT. SENAYAN TRIKARYA SEMPANA;SO202302126937
98448;081.007-23.17044311;080.007-23.17044311;302205510;2023-02-27 00:00:00.000;HT0141;PT. SENAYAN TRIKARYA SEMPANA;SO202302126939
98450;081.007-23.17044313;080.007-23.17044313;302401286;2023-02-22 00:00:00.000;RS2591;PT SELAMAT MAKAN INDONESIA;SO202302122258
98451;081.007-23.17044314;080.007-23.17044314;302401287;2023-02-22 00:00:00.000;UM0396;BUDIJONO TANUDJAJA;SO202302122495
98453;081.007-23.17044316;080.007-23.17044316;302205511;2023-02-27 00:00:00.000;HT0262;PT PONDOK INDAH HOTEL;SO202302127109
98454;081.007-23.17044317;080.007-23.17044317;302401289;2023-02-22 00:00:00.000;PS1133;CV HARMONY BOGA JAYA;SO202302122626
98455;081.007-23.17044318;080.007-23.17044318;302205512;2023-02-27 00:00:00.000;HT0141;PT. SENAYAN TRIKARYA SEMPANA;SO202302127281
98457;081.007-23.17044320;080.007-23.17044320;302205513;2023-02-27 00:00:00.000;HT0141;PT. SENAYAN TRIKARYA SEMPANA;SO202302127283
98460;081.007-23.17044323;080.007-23.17044323;302205514;2023-02-27 00:00:00.000;RS0731;PT. STACO GRAHA;SO202302127797
98461;081.007-23.17044324;080.007-23.17044324;302205515;2023-02-27 00:00:00.000;HT0027;PT. GESIT SARANA PERKASA;SO202302127094
98466;081.007-23.17044329;080.007-23.17044329;302104204;2023-02-21 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302122167
98468;081.007-23.17044331;080.007-23.17044331;302205517;2023-02-27 00:00:00.000;HT0268;PT DUTA ANGGADA REALTY TBK;SO202302127233
98469;081.007-23.17044332;080.007-23.17044332;302205518;2023-02-27 00:00:00.000;HT0078;PT. SANGGRAHA NUSA RAYA;SO202302127307
98470;081.007-23.17044333;080.007-23.17044333;302104205;2023-02-22 00:00:00.000;RS1521;PT PRIMA ISMAYA SEJAHTERA;SO202302122375
98472;081.007-23.17044335;080.007-23.17044335;302104206;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121944
98474;081.007-23.17044337;080.007-23.17044337;302104207;2023-02-22 00:00:00.000;RS1763;PT KITCHENETTE LESTARI;SO202302121936
103551;081.007-23.17042724;080.007-23.17042724;302700309;2023-02-24 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302125994
103559;081.007-23.17042718;080.007-23.17042718;302700310;2023-02-24 00:00:00.000;SM0050;PT. SUPRA BOGA LESTARI Tbk;SO202302125999
123906;081.007-23.17041386;081.007-23.17041386;302700381;2023-02-23 00:00:00.000;MN0002;PT. CHAROEN POKPHAND INDONESIA Tbk;SO202302124757
98341;081.007-23.17044204;080.007-23.17044204;302304879;2023-02-28 00:00:00.000;PS1142;PT MAKO ANUGERAH KREASINDO;SO202302127833
98342;081.007-23.17044205;080.007-23.17044205;302304880;2023-02-28 00:00:00.000;UM0555;ARIF DWYAWAN;SO202302127960
98343;081.007-23.17044206;080.007-23.17044206;302304881;2023-02-28 00:00:00.000;UM0555;ARIF DWYAWAN;SO202302127961
98344;081.007-23.17044207;080.007-23.17044207;302304882;2023-02-28 00:00:00.000;GR0014;PT. INDOKULINA SARANA UTAMA;SO202302128782
98345;081.007-23.17044208;080.007-23.17044208;302401274;2023-02-22 00:00:00.000;RS2591;PT SELAMAT MAKAN INDONESIA;SO202302121480
98346;081.007-23.17044209;080.007-23.17044209;302304883;2023-02-28 00:00:00.000;GR0014;PT. INDOKULINA SARANA UTAMA;SO202302128840
98347;081.007-23.17044210;080.007-23.17044210;302304884;2023-02-28 00:00:00.000;GR0014;PT. INDOKULINA SARANA UTAMA;SO202302128841
98348;081.007-23.17044211;080.007-23.17044211;302304885;2023-02-28 00:00:00.000;RS3097;PT MARANNU CENTRAL JAYA;SO202302128924
98079;081.007-23.17043945;080.007-23.17043945;302205414;2023-02-24 00:00:00.000;HT0194;PT. IMESCO SEJAHTERA UTAMA;SO202302126178
98080;081.007-23.17043946;080.007-23.17043946;302104072;2023-02-24 00:00:00.000;RS2897;PT BERKAH BERLIPAT GANDA;SO202302126188
98082;081.007-23.17043948;080.007-23.17043948;302205415;2023-02-24 00:00:00.000;HT0194;PT. IMESCO SEJAHTERA UTAMA;SO202302126179
98087;081.007-23.17043953;080.007-23.17043953;302205417;2023-02-24 00:00:00.000;HT0194;PT. IMESCO SEJAHTERA UTAMA;SO202302126181
98092;081.007-23.17043958;080.007-23.17043958;302104075;2023-02-24 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124011
98987;081.007-23.17044839;080.007-23.17044839;302804909;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126592
98988;081.007-23.17044840;080.007-23.17044840;302502668;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121682
98989;081.007-23.17044841;080.007-23.17044841;302305023;2023-02-28 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302127912
98990;081.007-23.17044842;080.007-23.17044842;302804910;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126595
98991;081.007-23.17044843;080.007-23.17044843;302804911;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126613
98992;081.007-23.17044844;080.007-23.17044844;302305024;2023-02-28 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302127861
98994;081.007-23.17044846;080.007-23.17044846;302205627;2023-02-23 00:00:00.000;RS1493;PT.INOVASI KULINER INDONESIA;SO202302124008
98996;081.007-23.17044848;080.007-23.17044848;302804913;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126681
98999;081.007-23.17044851;080.007-23.17044851;302804914;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302126680
99002;081.007-23.17044854;080.007-23.17044854;302804916;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302127206
99005;081.007-23.17044857;080.007-23.17044857;302804917;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302127213
99006;081.007-23.17044858;080.007-23.17044858;302305029;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124509
99007;081.007-23.17044859;080.007-23.17044859;302804918;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302127249
99008;081.007-23.17044860;080.007-23.17044860;302205630;2023-02-23 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124028
99009;081.007-23.17044861;080.007-23.17044861;302804919;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302127252
99010;081.007-23.17044862;080.007-23.17044862;302305030;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302123974
99012;081.007-23.17044864;080.007-23.17044864;302205631;2023-02-23 00:00:00.000;RS2255;PT BOGA MAKMUR MANDIRI;SO202302124029
99013;081.007-23.17044865;080.007-23.17044865;302804920;2023-02-24 00:00:00.000;EC0011;ONLINE TOKOPEDIA;SO202302127254
99016;081.007-23.17044868;080.007-23.17044868;302502669;2023-02-22 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302121705
99018;081.007-23.17044870;080.007-23.17044870;302305034;2023-02-24 00:00:00.000;RQ0024;PT.SALAD SEGAR LESTARI;SO202302120735
98564;081.007-23.17044421;080.007-23.17044421;302502583;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121250
98565;081.007-23.17044422;080.007-23.17044422;302205545;2023-02-27 00:00:00.000;HT0056;PT. LIPPO KARAWACI TBK;SO202302127505
98567;081.007-23.17044424;080.007-23.17044424;302502584;2023-02-22 00:00:00.000;RS0489;PT. OOTOYA INDONESIA;SO202302121258
98573;081.007-23.17044430;080.007-23.17044430;302304948;2023-02-24 00:00:00.000;RS1780;PT CAHAYA PANGAN INDONESIA;SO202302125871
98575;081.007-23.17044432;080.007-23.17044432;302205548;2023-02-27 00:00:00.000;HT0021;PT. CAHAYA GRAHA KENCANA;SO202302127599
98576;081.007-23.17044433;080.007-23.17044433;302304949;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124025
98578;081.007-23.17044435;080.007-23.17044435;302304950;2023-02-24 00:00:00.000;RS1056;PT. BOGA MAKMUR WIJAYA;SO202302124501
98580;081.007-23.17044437;080.007-23.17044437;302205549;2023-02-27 00:00:00.000;HT0258;PT MERLYNN PARK HOTEL;SO202302128030
98581;081.007-23.17044438;080.007-23.17044438;302502586;2023-02-22 00:00:00.000;RS2551;PT. BERKAH ARUNA KULINER;SO202302121753
98584;081.007-23.17044441;080.007-23.17044441;302205550;2023-02-27 00:00:00.000;HT0075;PT. PLAZA INDONESIA REALTY TBK;SO202302126753
98585;081.007-23.17044442;080.007-23.17044442;302401305;2023-02-22 00:00:00.000;RS2972;PT ENTRA DANA PERKASA;SO202302123719
98589;081.007-23.17044446;080.007-23.17044446;302401307;2023-02-22 00:00:00.000;RS0193;PT. API METRA BOGA;SO202302123752
98596;081.007-23.17044453;080.007-23.17044453;302205551;2023-02-27 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302126641
98598;081.007-23.17044455;080.007-23.17044455;302205552;2023-02-27 00:00:00.000;HT0272;PT BINA GRAHA MAKMUR;SO202302126645
98602;081.007-23.17044459;080.007-23.17044459;302502592;2023-02-22 00:00:00.000;RS2488;PT JACOB THIRTA HUTAMA;SO202302122892
101686;081.007-23.17043833;080.007-23.17043833;302700291;2023-02-24 00:00:00.000;RS2608;PT LIMA MITRA SAHABAT;SO202302126256
124072;081.007-23.17041386;081.007-23.17041386;302105008;2023-02-23 00:00:00.000;MN0002;PT. CHAROEN POKPHAND INDONESIA Tbk;SO202302124757
98196;081.007-23.17044062;080.007-23.17044062;302401252;2023-02-22 00:00:00.000;RS3021;PT HGP PURI BOGATAMA;SO202302123662
98199;081.007-23.17044065;080.007-23.17044065;302304841;2023-02-24 00:00:00.000;SM0076;PT. AEON INDONESIA;SO202302125087
