ID;ADDRESS;ROOM;warehousename;NO PALLET;LOCATION;CODE;ITEM DESCRIPTION;BOOKING;BRAND;ME/EST;CATEGORI;ITEM CODE;CTN;PCS;KGS;PKD;EXP;OWNER;NO CONT;REMARKS
A02794;B3;G03;B3G03;B3G03-R05-10-F1;G3-5-10-F1;104;AUS FRZ BRISKET B/IN;FREE;BORRELLO;EST 2219;AUS 2ND;AAU2BRL003;25;;484.64;22/12/21;;IGU 30/03/22;PCIU 6087965(40 FEET);
A02795;B3;G03;B3G03;B3G03-R05-10-F2;G3-5-10-F2;104;AUS FRZ BRISKET B/IN;FREE;BORRELLO;EST 2219;AUS 2ND;AAU2BRL003;25;;471.20;22/12/21;;IGU 30/03/22;PCIU 6087965(40 FEET);
A02798;B3;G03;B3G03;B3G03-R05-12-F1;G3-5-12-F1;94;AUS FRZ BEEF KNUCKLE B;FREE;ECT;EST 486;AUS 2ND;AAU2HRV056;30;;672.20;02/06/22;01/06/24;SCA 16/07/22;HLBU 9631927 (40 FEET);
A02799;B3;G03;B3G03;B3G03-R05-12-F2;G3-5-12-F2;77;AUS FRZ RIBEYE PR GF 100 DAYS IW/VAC;DARMAWANGSA HOTEL;HARVEY;EST 648;AUS PR CUT;AAU2HRV072;12;;179.00;17/08/22;;IGU 14/04/22;TCLU 1906580 (40 FEET);EX CHILLED
A02800;B3;G03;B3G03;B3G03-R05-01-G1;G3-5-01-G1;104;AUS FRZ BRISKET B/IN;FREE;GREEN HAM;EST 205;AUS 2ND;AAU2MOE001;7;;111.50;03/06/21;03/06/23;CKI 27/07/21;APRU 5817303(40 FEET);KODE 91197
A02805;B3;G03;B3G03;B3G03-R05-03-G2;G3-5-03-G2;83;AUS FRZ STRIPLOIN PR GF 1 RIB IW/VAC;FREE;AMH;EST 170;AUS PR CUT;AAU2JBS020;30;;529.35;08/07/22;;IMS 31/08/22;OOLU 6424132 (40 FEET);
A02807;B3;G03;B3G03;B3G03-R05-04-G2;G3-5-04-G2;139;NZ FRZ TENDERLOIN 1,4-1,8 KG SM/OFF VP;FREE;GREEN LEA;ME 82;NZ PR CUT;ANZ2GRE040;21;;408.60;18/01/23;17/01/25;IGU 18/04/23;SUDU 1196540 (40 FEET);
A02808;B3;G03;B3G03;B3G03-R05-05-G1;G3-5-05-G1;83;AUS FRZ STRIPLOIN PR MSA 5 KG UP IW/VAC;FREE;SWIFT;EST 195;AUS PR CUT;AAU2JBS020;31;;666.36;19/08/22;;IN 05/10/22;OOLU 3876967 (40 FEET);EX CHILLED
A02810;B3;G03;B3G03;B3G03-R05-06-G1;G3-5-06-G1;87;NZ FRZ STRIPLOIN PS 4 KG UP;FREE;GREEN LEA;ME 124;NZ PR CUT;ANZ2GRE029;15;;326.20;20/01/23;18/01/25;IGU 18/04/23;SUDU 1196540 (40 FEET);
A02811;B3;G03;B3G03;B3G03-R05-06-G2;G3-5-06-G2;77;AUS FRZ RIBEYE ROLL PR GF MB 1 UP IW/VAC;FREE;AMH BLACK (BEEF CITY BLACK);EST 170;AUS PR CUT;AAU2AMH014;25;;397.00;20/07/21;;IN 10/09/21;CRSU 5013389 (40 FEET);
A02812;B3;G03;B3G03;B3G03-R05-07-G1;G3-5-07-G1;132;AUS FRZ BEEF TRIMMING 65 CL S GF ANGUS @ 27,2 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK040;30;;816.00;03/01/23;;IMS 11/03/23;TEMU 9632014 (40 FEET);JC2118
A02814;B3;G03;B3G03;B3G03-R05-08-G1;G3-5-08-G1;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 8015
A02819;B3;G03;B3G03;B3G03-R05-10-G2;G3-5-10-G2;63;AUS FRZ BEEF LUNG;FREE;OAKEY;EST 558;AUS 2ND;AUS2JBS017;30;;463.26;16/08/22;15/08/24;IMS 16/10/22;ZCSU 5130115 (40 FEET);
A02820;B3;G03;B3G03;B3G03-R05-11-G1;G3-5-11-G1;102;AUS FRZ TENDERLOIN S SS/OFF;FREE;SWIFT;EST 688;AUS PR CUT;AAU2HRV032;35;;640.36;16/08/22;;IN 03/09/22;OOLU 3876967 (40 FEET);EX CHILLED
A02821;B3;G03;B3G03;B3G03-R05-11-G2;G3-5-11-G2;70;AUS FRZ TENDERLOIN YP MSA SS/OFF 1,8 KG UP;FREE;REDGUM;EST 262;AUS PR CUT;AAU2JBS018;26;;353.28;21/11/22;;IN 24/12/22;OOLU 6431492 (40 FEET);
A02822;B3;G03;B3G03;B3G03-R05-12-G1;G3-5-12-G1;27;AUS FRZ OP RIB B/IN S GF ANGUS PREPARED CAP OFF (TOMAHAWK CUT) MB 2+;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK024;22;;251.08;22/08/22;;IGU 09/11/22;SZLU 2023604 (40 FEET);
A02823;B3;G03;B3G03;B3G03-R05-12-G2;G3-5-12-G2;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 8015
A02824;B3;G03;B3G03;B3G03-R06-01-A1;G3-6-01-A1;83;AUS FRZ STRIPLOIN PR MSA 3,6 KG UP IW/VAC;FREE;SWIFT;EST 688;AUS PR CUT;AAU2JBS020;20;;363.16;12/07/22;;IN 26/08/22;OOLU 2065970 (20 FEET);EX CHILLED
A02826;B3;G03;B3G03;B3G03-R06-01-A2;G3-6-01-A2;110;AUS FRZ BEEF BACK RIB PIECES LP;FREE;BORTHWICKS;EST 67;AUS 2ND;AAU2NHF021;35;;740.30;08/08/22;08/08/24;SCA 23/12/22;SEGU 9962792 (40 FEET);
A02827;B3;G03;B3G03;B3G03-R06-02-A1;G3-6-02-A1;63;NZ FRZ BEEF LIVER IW;LOTTE MART 10TON;GREEN LEA;ME 82;NZ 2ND;ANZ2AFF047;33;;454.50;08/02/23;07/02/25;SCA 17/04/23;MCRU 9010338 (40 FEET);
A02828;B3;G03;B3G03;B3G03-R06-02-A2;G3-6-02-A2;119;AUS FRZ BEEF LIGAMENTUM NUCHAE A;FREE;GBP;EST 224;AUS 2ND;AAU2OAK018;12;;300.00;13/01/22;;CKI 20/05/22;RSTU 5000904 (40 FEET);
A02829;B3;G03;B3G03;B3G03-R06-03-A1;G3-6-03-A1;63;AUS FRZ BEEF LUNG;FREE;OAKEY;EST 558;AUS 2ND;AUS2JBS017;8;;134.94;25/11/22;24/11/24;BWN 14/03/23;TTNU 8955627(40 FEET);
A02830;B3;G03;B3G03;B3G03-R06-03-A1;G3-6-03-A1;119;AUS FRZ BEEF LIGAMENTUM NUCHAE;FREE;HARVEY;EST 648;AUS 2ND;AAU2OAK018;10;;272.00;24/08/22;;CKI 16/09/22;TTNU 8139726 (40 FEET);
A02831;B3;G03;B3G03;B3G03-R06-03-A2;G3-6-03-A2;109;AUS FRZ BEEF TAIL S;FREE;SWIFT;EST 688;AUS 2ND;AAU2JBS011;35;;545.50;16/05/22;;IMS 07/07/22;OOLU 3941131 (20 FEET);
A02832;B3;G03;B3G03;B3G03-R06-04-A1;G3-6-04-A1;119;AUS FRZ BEEF LIGAMENTUM NUCHAE A;FREE;O'CONNOR;EST 1265;AUS 2ND;AAU2OAK018;20;;455.90;20/04/22;19/04/24;SCA 14/06/22;OOLU 3878208 (40 FEET);
A02833;B3;G03;B3G03;B3G03-R06-04-A1;G3-6-04-A1;176;AUS FRZ BEEF LIPS/PAPILLAE;FREE;ECT;EST 486;AUS 2ND;AAU2JBS010;5;;130.00;08/08/22;;BWN 16/11/22;TEMU 9184455 (40 FEET);
A02834;B3;G03;B3G03;B3G03-R06-04-A2;G3-6-04-A2;104;AUS FRZ BRISKET B/IN;FREE;BORRELLO;EST 2219;AUS 2ND;AAU2BRL003;24;;426.84;22/12/21;;IGU 30/03/22;PCIU 6087965(40 FEET);
A02835;B3;G03;B3G03;B3G03-R06-05-A1;G3-6-05-A1;119;AUS FRZ BEEF TONGUE ROOT;FREE;HARVEY;EST 648;AUS 2ND;AAU2JBS013;4;;95.66;06/04/22;;SCA 26/04/22;OTPU 6381570 (40 FEET);
A02837;B3;G03;B3G03;B3G03-R06-05-A1;G3-6-05-A1;104;AUS FRZ BRISKET B/IN STERNUM MS YP;FREE;COLES;EST 262;AUS 2ND;AAU2JBS024;10;;117.09;19/02/21;;BWN 25/07/21;TEMU 9646390 (40 FEET);
A02838;B3;G03;B3G03;B3G03-R06-05-A2;G3-6-05-A2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;SWIFT;EST 688;AUS PR CUT;AAU2JBS020;22;;419.30;05/08/22;;IN 20/09/22;OOLU 3949683 (20 FEET);EX CHILLED
A02839;B3;G03;B3G03;B3G03-R06-06-A1;G3-6-06-A1;83;AUS FRZ STRIPLOIN PR 3,6-5 KG UP IW/VAC;FREE;SWIFT;EST 195;AUS PR CUT;AAU2JBS020;20;;358.20;03/08/22;;IN 23/09/22;OOLU 3872642 (20 FEET);EX CHILLED
A02842;B3;G03;B3G03;B3G03-R06-06-A2;G3-6-06-A2;166;NZ FRZ BEEF BRISKET B/IN;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2ALL028;10;;184.60;22/07/21;;IGU 04/10/21;MNBU 3447608 (40 FEET);
A02843;B3;G03;B3G03;B3G03-R06-07-A1;G3-6-07-A1;132;AUS FRZ B-FH 95 CL;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV044;30;;816.00;23/08/22;;IKSU 22/09/22;SZLU 9540661 (40 FEET);
A02844;B3;G03;B3G03;B3G03-R06-07-A2;G3-6-07-A2;148;AUS FRZ BEEF HEAD MEAT;FREE;TEYS;EST 294;AUS 2ND;AAU2TEY005;30;;816.00;12/07/22;12/07/24;BWN 23/08/22;HLBU 9466484 (20 FEET);
A02845;B3;G03;B3G03;B3G03-R06-08-A1;G3-6-08-A1;176;AUS FRZ BEEF LIPS;FREE;OAKEY;EST 558;AUS 2ND;AAU2JBS010;30;;816.00;08/11/22;07/11/24;BWN 14/03/23;TTNU 8955627(40 FEET);
A02846;B3;G03;B3G03;B3G03-R06-08-A2;G3-6-08-A2;109;AUS FRZ BEEF TAIL S;FREE;SWIFT;EST 688;AUS 2ND;AAU2JBS011;40;;627.70;16/05/22;;IMS 07/07/22;OOLU 3941131 (20 FEET);70714
A02847;B3;G03;B3G03;B3G03-R06-09-A1;G3-6-09-A1;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 5810
A02849;B3;G03;B3G03;B3G03-R06-10-A1;G3-6-10-A1;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 5810
A02850;B3;G03;B3G03;B3G03-R06-10-A2;G3-6-10-A2;119;AUS FRZ BEEF TONGUE ROOT LONG CUT (HYOID RETAINED);FREE;WINGHAM;EST 154;AUS 2ND;AAU2JBS013;30;;727.00;02/12/22;14/11/24;SCA 18/02/23;OERU 4103752 (40 FEET);
A02851;B3;G03;B3G03;B3G03-R06-11-A1;G3-6-11-A1;94;AUS FRZ BEEF KNUCKLE B;FREE;ECT;EST 486;AUS 2ND;AAU2HRV056;30;;667.86;02/06/22;01/06/24;SCA 16/07/22;HLBU 9631927 (40 FEET);
A02852;B3;G03;B3G03;B3G03-R06-11-A2;G3-6-11-A2;119;AUS FRZ BEEF LIGAMENTUM NUCHAE;FREE;SWIFT;EST 195;AUS 2ND;AAU2OAK018;5;;125.00;14/07/22;;CKI 01/10/22;BMOU 9740313 (40 FEET);
A02853;B3;G03;B3G03;B3G03-R06-12-A1;G3-6-12-A1;87;NZ FRZ STRIPLOIN PS 4 KG UP;FREE;GREEN LEA;ME 124;NZ PR CUT;ANZ2GRE029;25;;560.30;20/01/23;18/01/25;IGU 18/04/23;SUDU 1196540 (40 FEET);
A02856;B3;G03;B3G03;B3G03-R06-13-A2;G3-6-13-A2;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;30;;816.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02857;B3;G03;B3G03;B3G03-R06-14-A1;G3-6-14-A1;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;6;;163.20;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02859;B3;G03;B3G03;B3G03-R06-14-A2;G3-6-14-A2;83;AUS FRZ MUTTON TRUNK 80 CL BP;FREE;MIDFIELD;EST 180;AUS LAMB;AAU2PAS008;10;;272.00;01/11/21;;IGU 31/03/22;HLBU 9627697 (40 FEET);KODE SA
A02860;B3;G03;B3G03;B3G03-R06-01-B1;G3-6-01-B1;104;AUS FRZ BRISKET B/IN;FREE;GREEN HAM;EST 205;AUS 2ND;AAU2MOE001;30;;495.30;01/09/21;;IGU 24/12/21;CGMU 5564412 (40 FEET);
A02861;B3;G03;B3G03;B3G03-R06-01-B2;G3-6-01-B2;166;NZ FRZ BEEF LIPS;FREE;ANZCO;ME 78;NZ 2ND;ANZ2AFF037;25;;680.00;29/08/22;29/08/24;CKI 18/10/22;TCLU 1915288 (40 FEET);
A02862;B3;G03;B3G03;B3G03-R06-02-B1;G3-6-02-B1;132;AUS FRZ BEEF TRIMMING 65 CL YP;FREE;WOOLWORTHS;EST 1620;AUS 2ND;AAU2ACC006;28;;761.60;23/02/22;;IGU 14/05/22;FSCU 5832548 (40 FEET);
A02863;B3;G03;B3G03;B3G03-R06-02-B2;G3-6-02-B2;139;NZ FRZ TENDERLOIN 1,4-1,8 KG SM/OFF VP;FREE;GREEN LEA;ME 82;NZ PR CUT;ANZ2GRE040;30;;576.80;18/01/23;17/01/25;IGU 18/04/23;SUDU 1196540 (40 FEET);
A02864;B3;G03;B3G03;B3G03-R06-03-B1;G3-6-03-B1;110;AUS FRZ BEEF BACK RIB A LP;FREE;MERAMIST;EST 3416;AUS 2ND;AAU2MER007;19;;394.14;27/09/21;;IN 04/11/21;SEGU 9102450 (40 FEET);
A02868;B3;G03;B3G03;B3G03-R06-05-B1;G3-6-05-B1;175;AUS FRZ BEEF PATELLA B/IN (KNEE CAP);FREE;OAKEY;EST 558;AUS 2ND;AAU2OAK013;30;;675.06;18/10/22;17/10/24;BWN 14/03/23;TTNU 8955627(40 FEET);
A02869;B3;G03;B3G03;B3G03-R06-05-B2;G3-6-05-B2;63;AUS FRZ BEEF LUNG;FREE;SWIFT;EST 688;AUS 2ND;AUS2JBS017;30;;555.90;21/07/22;;CKI 10/09/22;CGMU 6526839 (40 FEET);
A02870;B3;G03;B3G03;B3G03-R06-05-B2;G3-6-05-B2;175;AUS FRZ BEEF PATELLA B/IN (KNEE CAP);FREE;OAKEY;EST 558;AUS 2ND;AAU2OAK013;30;;683.20;18/10/22;17/10/24;BWN 14/03/23;TTNU 8955627(40 FEET);
A02871;B3;G03;B3G03;B3G03-R06-06-B1;G3-6-06-B1;136;AUS FRZ BEEF EDIBLE FAT @ 24 KG;PT CANNING 7TON;AMH;EST 170;AUS 2ND;AAU2SWF007;30;;720.00;02/03/22;;IMS 27/04/22;DSLU 3496840 (40 FEET);99904
A02872;B3;G03;B3G03;B3G03-R06-06-B2;G3-6-06-B2;77;AUS FRZ RIBEYE PR 3,1 KG UP;FREE;SWIFT;EST 195;AUS PR CUT;AAU2HRV073;25;;478.48;02/08/22;;IN 28/09/22;OOLU 3949683 (40 FEET);EX CHILLED
A02873;B3;G03;B3G03;B3G03-R06-07-B1;G3-6-07-B1;168;NZ FRZ BEEF KNUCKLE C IW/VAC;FREE;ANZCO;ME 119;NZ 2ND;ANZCMP004;30;;660.44;18/02/22;17/02/24;CKI 12/07/22;PCIU 5829643(20 FEET);
A02874;B3;G03;B3G03;B3G03-R06-07-B2;G3-6-07-B2;134;AUS FRZ DESINEWED MINCED BEEF (A-FTM 70 CL);INDOKULINA;TEYS;EST 294;AUS 2ND;AAU2TYB009;29;;788.80;09/12/22;09/12/24;IMS 04/03/23;MNBU 4319181 (40 FEET);
A02875;B3;G03;B3G03;B3G03-R06-08-B1;G3-6-08-B1;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 23;NZ 2ND;ANZ2AFF037;31;;843.20;23/06/22;;IGU 15/10/22;MEDU 9756521 (40 FEET);
A02876;B3;G03;B3G03;B3G03-R06-08-B2;G3-6-08-B2;94;AUS FRZ BEEF KNUCKLE B;FREE;ECT;EST 486;AUS 2ND;AAU2HRV056;26;;567.38;10/06/22;08/06/24;SCA 16/07/22;HLBU 9631927 (40 FEET);
A02877;B3;G03;B3G03;B3G03-R06-09-B1;G3-6-09-B1;87;NZ FRZ STRIPLOIN PS 4 KG UP;FREE;GREEN LEA;ME 124;NZ PR CUT;ANZ2GRE029;25;;531.10;20/01/23;18/01/25;IGU 18/04/23;SUDU 1196540 (40 FEET);
A02878;B3;G03;B3G03;B3G03-R06-09-B2;G3-6-09-B2;168;NZ FRZ BEEF KNUCKLE C IW/VAC;FREE;ANZCO;ME 119;NZ 2ND;ANZCMP004;30;;621.52;18/02/22;17/02/24;CKI 12/07/22;PCIU 5829643(20 FEET);
A02879;B3;G03;B3G03;B3G03-R06-10-B1;G3-6-10-B1;176;AUS FRZ BEEF LIPS/PAPILLAE;FREE;ECT;EST 486;AUS 2ND;AAU2JBS010;13;;338.00;09/09/22;;BWN 16/11/22;TEMU 9184455 (40 FEET);
A02881;B3;G03;B3G03;B3G03-R06-11-B1;G3-6-11-B1;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;30;;816.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02882;B3;G03;B3G03;B3G03-R06-11-B2;G3-6-11-B2;104;AUS FRZ BRISKET B/IN;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID059;30;;403.62;14/10/21;;SCA 29/11/21;HLXU 8753830 (40 FEET);
A02883;B3;G03;B3G03;B3G03-R06-12-B1;G3-6-12-B1;136;AUS FRZ BEEF BODY FAT;FREE;BORTHWICKS;EST 67;AUS 2ND;AAU2SWF007;10;;229.18;15/10/22;;SCA 23/12/22;SEGU 9962792 (40 FEET);ICB804
A02887;B3;G03;B3G03;B3G03-R06-14-B1;G3-6-14-B1;83;AUS FRZ STRIPLOIN PR 3,6-5 KG UP IW/VAC;FREE;HUNTER VALLEY;EST 262;AUS PR CUT;AAU2JBS020;13;;239.66;11/08/22;;IN 07/10/22;OOLU 3876967 (40 FEET);EX CHILLED
A02888;B3;G03;B3G03;B3G03-R06-14-B2;G3-6-14-B2;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;30;;816.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02892;B3;G03;B3G03;B3G03-R06-01-C2;G3-6-01-C2;83;AUS FRZ STRIPLOIN PR 5 KG UP IW/VAC;FREE;HUNTER VALLEY;EST 262;AUS PR CUT;AAU2JBS020;25;;472.17;12/09/22;;IN 03/11/22;OOLU 3789170 (40 FEET);EX CHILLED
A02895;B3;G03;B3G03;B3G03-R06-03-C1;G3-6-03-C1;;NZ FRZ PS-FLAT IW ( OUTSIDE FLAT );FREE;ANZCO;ME 43;NZ 2ND;ANZ2ALL035;30;;601.78;14/02/22;;SCA 26/07/22;PCIU 5837690 (20 FEET);
A02897;B3;G03;B3G03;B3G03-R06-04-C1;G3-6-04-C1;102;AUS FRZ STRIPLOIN PR GF MSA 100 DAY BLACK LABEL;FREE;HARVEY;EST 648;AUS PR CUT;AAU2HRV073;27;;549.70;07/10/22;;IN 28/11/22;A/F;EX CHILLED
A02898;B3;G03;B3G03;B3G03-R06-04-C2;G3-6-04-C2;104;AUS FRZ BRISKET B/LESS NE YP MW;FREE;COLES;EST 688;AUS 2ND;AAU2JBS049;25;;513.16;21/04/22;23/03/24;SCA 29/06/22;PCIU 6075603 (40 FEET);
A02899;B3;G03;B3G03;B3G03-R06-05-C1;G3-6-05-C1;136;AUS FRZ BEEF EDIBLE FAT @ 24 KG;PT CANNING 7TON;AMH;EST 170;AUS 2ND;AAU2SWF007;18;;432.00;02/03/22;;IMS 27/04/22;DSLU 3496840 (40 FEET);99904
A02900;B3;G03;B3G03;B3G03-R06-05-C2;G3-6-05-C2;132;AUS FRZ B-FH 95 CL;FREE;MONBEEF;EST 952;AUS 2ND;AAU2MNB001;20;;544.00;30/01/23;30/01/25;SCA 11/03/23;OOLU 3944341 (40 FEET);
A02901;B3;G03;B3G03;B3G03-R06-05-C2;G3-6-05-C2;63;AUS FRZ SHORT RIBS B/IN A;FREE;ECT;EST 486;AUS 2ND;AAU2ECT002;30;;550.62;09/03/23;07/03/25;SCA 10/04/23;PCIU 6044428 (40 FEET);
A02903;B3;G03;B3G03;B3G03-R06-06-C1;G3-6-06-C1;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;30;;816.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02904;B3;G03;B3G03;B3G03-R06-06-C2;G3-6-06-C2;63;NZ FRZ BEEF NECK BONE MEAT;FREE;ALLIANCE;ME 21;NZ 2ND;ANZ2ALL001;25;;472.48;28/01/23;;CKI 14/04/23;MNBU 3637450 (40 FEET);
A02905;B3;G03;B3G03;B3G03-R06-07-C1;G3-6-07-C1;136;AUS FRZ BEEF EDIBLE FAT @ 24 KG;PT CANNING 7TON;AMH;EST 170;AUS 2ND;AAU2SWF007;30;;720.00;02/03/22;;IMS 27/04/22;DSLU 3496840 (40 FEET);99904
A02907;B3;G03;B3G03;B3G03-R06-08-C1;G3-6-08-C1;63;AUS FRZ BEEF LUNG LOBES;FREE;HARVEY;EST 648;AUS 2ND;AUS2JBS017;29;;534.99;27/09/22;;IKSU 22/10/22;MORU 1121215 (40 FEET);
A02908;B3;G03;B3G03;B3G03-R06-08-C2;G3-6-08-C2;63;AUS FRZ SHORT RIBS B/IN A;FREE;ECT;EST 486;AUS 2ND;AAU2ECT002;30;;530.02;09/03/23;07/03/25;SCA 10/04/23;PCIU 6044428 (40 FEET);
A02909;B3;G03;B3G03;B3G03-R06-09-C1;G3-6-09-C1;102;AUS FRZ BEEF CHEEK MEAT BP;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV076;40;;744.00;24/10/22;;IGU 19/11/22;SEGU 9238391 (40 FEET);
A02910;B3;G03;B3G03;B3G03-R06-09-C2;G3-6-09-C2;132;AUS FRZ BEEF TRIMMING 50 CL S GF;FREE;KILCOY;EST 640;AUS 2ND;AAU2KIL017;25;;625.00;22/01/23;20/01/25;IGU 18/03/23;B 9296 TXV (7 TON);PT. SNJ
A02915;B3;G03;B3G03;B3G03-R06-12-C1;G3-6-12-C1;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;30;;816.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02916;B3;G03;B3G03;B3G03-R06-12-C2;G3-6-12-C2;166;NZ FRZ BEEF LIPS;FREE;ALLIANCE;ME 136;NZ 2ND;ANZ2AFF037;30;;816.00;22/11/22;;CKI 13/04/23;MSDU 9026095 (40 FEET);90840
A02917;B3;G03;B3G03;B3G03-R06-13-C1;G3-6-13-C1;94;AUS FRZ BEEF KNUCKLE S GF ANGUS;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2HRV056;30;;625.68;29/03/22;;CKI 24/05/22;SEGU 9692383 (40 FEET);
A02918;B3;G03;B3G03;B3G03-R06-13-C2;G3-6-13-C2;94;AUS FRZ BEEF KNUCKLE S GF ANGUS;FREE;KILCOY (EBONY);EST 640;AUS 2ND;AAU2HRV056;30;;613.12;29/03/22;;CKI 24/05/22;SEGU 9692383 (40 FEET);
A02920;B3;G03;B3G03;B3G03-R06-14-C2;G3-6-14-C2;102;AUS FRZ TENDERLOIN S SS/OFF;FREE;HUNTER VALLEY;EST 262;AUS PR CUT;AAU2HRV032;30;;478.85;18/07/22;;IN 11/09/22;OOLU 3872642 (40 FEET);EX CHILLED
A02923;B3;G03;B3G03;B3G03-R06-02-D1;G3-6-02-D1;88;NZ FRZ RIBEYE ROLL PS 4 KG UP VP;FREE;AFFCO;ME 32;NZ PR CUT;ANZ2AFF007;35;;538.87;14/04/22;06/04/24;IGU 06/07/22;CRSU 5017548 (20 FEET);
A02925;B3;G03;B3G03;B3G03-R06-03-D1;G3-6-03-D1;136;AUS FRZ BEEF FAT TRIMMINGS S GF @ 23 KG;FREE;JACK'S CREEK;EST 1620;AUS 2ND;AAU2JCK059;30;;690.00;21/02/23;;IMS 12/04/23;CRLU 6213299 (40 FEET);JC 5810
A02927;B3;G03;B3G03;B3G03-R06-04-D1;G3-6-04-D1;132;AUS FRZ A-F 85 CL;FREE;MIDFIELD;EST 180;AUS 2ND;AAU2MID041;18;;489.60;09/02/23;;IMS 05/03/23;BMOU 9707418 (40 FEET);
A02928;B3;G03;B3G03;B3G03-R06-04-D2;G3-6-04-D2;168;NZ FRZ BEEF KNUCKLE C IW/VAC;FREE;ANZCO;ME 119;NZ 2ND;ANZCMP004;30;;609.94;18/02/22;17/02/24;CKI 12/07/22;PCIU 5829643(20 FEET);
A02929;B3;G03;B3G03;B3G03-R06-05-D1;G3-6-05-D1;132;AUS FRZ B-FH 95 CL;FREE;HARVEY;EST 648;AUS 2ND;AAU2HRV044;30;;816.00;23/08/22;;IKSU 22/09/22;SZLU 9540661 (40 FEET);
A02930;B3;G03;B3G03;B3G03-R06-05-D2;G3-6-05-D2;166;NZ FRZ BEEF LIPS;FREE;AFFCO;ME 32;NZ 2ND;ANZ2AFF037;30;;816.00;20/07/22;26/06/24;IGU 15/10/22;MEDU 9756521 (40 FEET);
A02931;B3;G03;B3G03;B3G03-R06-06-D1;G3-6-06-D1;85;AUS FRZ TENDERLOIN YP MSA SS/OFF 1,8 KG UP;FREE;REDGUM;EST 262;AUS PR CUT;AAU2JBS057;35;;554.42;08/09/22;;IMS 22/11/22;CGMU 5303867 (40 FEET);ASLI FRZ
A02932;B3;G03;B3G03;B3G03-R06-06-D2;G3-6-06-D2;88;NZ FRZ RIBEYE ROLL PS 4 KG UP VP;FREE;AFFCO;ME 32;NZ PR CUT;ANZ2AFF007;21;;369.96;12/04/22;11/04/24;SCA 28/07/22;SEKU 9051276 (40 FEET);
A02933;B3;G03;B3G03;B3G03-R06-07-D1;G3-6-07-D1;88;NZ FRZ RIBEYE ROLL B 4 KG UP VP;SAIGON;GREEN LEA;ME 82;NZ PR CUT;ANZ2GRE050;40;;553.50;03/03/22;02/03/24;IGU 09/09/22;SUDU 1106906 (20 FEET);
A02935;B3;G03;B3G03;B3G03-R06-07-D1;G3-6-07-D1;119;AUS FRZ BEEF LIGAMENTUM NUCHAE;FREE;HARVEY;EST 648;AUS 2ND;AAU2OAK018;10;;272.00;16/08/22;;CKI 16/09/22;TTNU 8139726 (40 FEET);
A02936;B3;G03;B3G03;B3G03-R06-07-D2;G3-6-07-D2;63;NZ FRZ BEEF NECK BONE MEAT;FREE;ALLIANCE;ME 21;NZ 2ND;ANZ2ALL001;25;;445.38;28/01/23;;CKI 14/04/23;MNBU 3637450 (40 FEET);
